wavenumber,intensity
1508.0,0.2885028506931323
1512.0,0.27004517626590463
1516.0,0.2514349494605268
1520.0,0.23287226653625734
1524.0,0.21454223524125765
1528.0,0.1966123242359338
1532.0,0.17923036059140235
1536.0,0.16252318515416483
1540.0,0.14659595157137245
1544.0,0.13153203334449548
1548.0,0.11739348517010816
1552.0,0.10422199055033024
1556.0,0.09204021748843703
1560.0,0.08085349807187199
1564.0,0.07065174571904802
1568.0,0.061411525481843615
1572.0,0.05309819756520311
1576.0,0.04566806156263682
1580.0,0.03907043817026175
1584.0,0.0332496356770265
1588.0,0.028146759702811868
1592.0,0.023701335891102057
1596.0,0.019852726058406094
1600.0,0.016541328251429583
1604.0,0.013709559959420695
1608.0,0.011302631169782956
1612.0,0.009269119933900028
1616.0,0.007561367608474243
1620.0,0.006135714010914498
1624.0,0.004952594489472552
1628.0,0.0039765215165358915
1632.0,0.003175973050194667
1636.0,0.002523208770757028
1640.0,0.0019940335810365996
1644.0,0.0015675256474716604
1648.0,0.0012257439210821577
1652.0,0.0009534276575638832
1656.0,0.0007376980733085561
1660.0,0.0005677700211076428
1664.0,0.00043467951233399054
1668.0,0.0003310310945099533
1672.0,0.00025076753677115177
1676.0,0.00018896298608453538
1680.0,0.00014163972592745228
1684.0,0.00010560787826162314
1688.0,7.832681412158431e-05
1692.0,5.778664921902605e-05
1696.0,4.2407968420436516e-05
1700.0,3.0957816979055095e-05
1704.0,2.2479988989243903e-05
1708.0,1.623770941684279e-05
1712.0,1.1666923263899913e-05
1716.0,8.33855548417507e-06
1720.0,5.928273199631785e-06
1724.0,4.192455884786879e-06
1728.0,2.949250750046692e-06
1732.0,2.0637533957315816e-06
1736.0,1.4365038967198265e-06
1740.0,9.946235116267314e-07
1744.0,6.850362272065838e-07
1748.0,4.693223778437102e-07
1752.0,3.198393475213517e-07
1756.0,2.1681804514198592e-07
1760.0,1.4620487819945425e-07
1764.0,9.806887818413595e-08
1768.0,6.543399804939012e-08
1772.0,4.3428878188024664e-08
1776.0,2.8671913052797412e-08
1780.0,1.882945005530477e-08
1784.0,1.2300464334960613e-08
1788.0,7.992971813728472e-09
1792.0,5.166518181896643e-09
1796.0,3.321930545023117e-09
1800.0,2.1246433539224297e-09
1804.0,1.3517128272468684e-09
1808.0,8.554324810179317e-10
1812.0,5.385052527103262e-10
1816.0,3.372073682662383e-10
1820.0,2.1004244890883422e-10
1824.0,1.3014275425615178e-10
1828.0,8.021134917929239e-11
1832.0,4.9176153002911334e-11
1836.0,2.9989981321451834e-11
1840.0,1.8192850097150917e-11
1844.0,1.0978126157779662e-11
1848.0,6.589591499678549e-12
1852.0,3.934521063723888e-12
1856.0,2.336833599826101e-12
1860.0,1.3805965353236604e-12
1864.0,8.113510837691678e-13
1868.0,4.743002144894752e-13
1872.0,2.758055149740647e-13
1876.0,1.5953282408082482e-13
1880.0,9.179189639958826e-14
1884.0,5.253704554865458e-14
1888.0,2.991047704531026e-14
1892.0,1.6938604992536833e-14
1896.0,9.542903199596023e-15
1900.0,5.346801348349701e-15
1904.0,2.9798683794335394e-15
1908.0,1.6518416566458882e-15
1912.0,9.116932363984891e-16
1916.0,4.992146896981156e-16
1920.0,2.7370071790398613e-16
1924.0,1.4841517801835869e-16
1928.0,8.095373346455928e-17
1932.0,4.240433657667391e-17
1936.0,2.3129638132731222e-17
1940.0,1.1564819066365611e-17
1944.0,5.7824095331828055e-18
1948.0,3.854939688788537e-18
1952.0,1.9274698443942686e-18
1956.0,0.0
1960.0,0.0
1964.0,0.0
1968.0,0.0
1972.0,0.0
1976.0,0.0
1980.0,0.0
1984.0,0.0
1988.0,0.0
1992.0,0.0
1996.0,0.0
2000.0,0.0
2004.0,0.0
2008.0,0.0
2012.0,0.0
2016.0,0.0
2020.0,0.0
2024.0,0.0
2028.0,0.0
2032.0,0.0
2036.0,0.0
2040.0,0.0
2044.0,0.0
2048.0,0.0
2052.0,0.0
2056.0,0.0
2060.0,0.0
2064.0,0.0
2068.0,0.0
2072.0,0.0
2076.0,0.0
2080.0,0.0
2084.0,0.0
2088.0,0.0
2092.0,0.0
2096.0,0.0
2100.0,0.0
2104.0,0.0
2108.0,0.0
2112.0,0.0
2116.0,0.0
2120.0,0.0
2124.0,0.0
2128.0,0.0
2132.0,0.0
2136.0,0.0
2140.0,0.0
2144.0,0.0
2148.0,0.0
2152.0,0.0
2156.0,0.0
2160.0,0.0
2164.0,0.0
2168.0,0.0
2172.0,0.0
2176.0,0.0
2180.0,0.0
2184.0,0.0
2188.0,0.0
2192.0,0.0
2196.0,0.0
2200.0,0.0
2204.0,1.9274698443942686e-18
2208.0,1.9274698443942686e-18
2212.0,1.9274698443942686e-18
2216.0,1.9274698443942686e-18
2220.0,3.854939688788537e-18
2224.0,5.7824095331828055e-18
2228.0,5.7824095331828055e-18
2232.0,9.637349221971343e-18
2236.0,1.1564819066365611e-17
2240.0,1.541975875515415e-17
2244.0,2.1202168288336956e-17
2248.0,2.698457782151976e-17
2252.0,3.4694457199096836e-17
2256.0,4.6259276265462444e-17
2260.0,6.16790350206166e-17
2264.0,8.288120330895355e-17
2268.0,1.098657811304733e-16
2272.0,1.4456023832957015e-16
2276.0,1.9081951459503259e-16
2280.0,2.5057107977125494e-16
2284.0,3.315248132358142e-16
2288.0,4.3753565467749897e-16
2292.0,5.782409533182806e-16
2296.0,7.652055282245246e-16
2300.0,1.0138491381513854e-15
2304.0,1.341519011698411e-15
2308.0,1.7829096060646984e-15
2312.0,2.376570318138133e-15
2316.0,3.1706878940285717e-15
2320.0,4.250071006889362e-15
2324.0,5.711093148940218e-15
2328.0,7.702169498199498e-15
2332.0,1.043532173755057e-14
2336.0,1.4201597813496971e-14
2340.0,1.941733121242786e-14
2344.0,2.6683892525794255e-14
2348.0,3.685322342481842e-14
2352.0,5.115504967022389e-14
2356.0,7.135686110932022e-14
2360.0,1.0000291793670784e-13
2364.0,1.407727600853354e-13
2368.0,1.9897463950666475e-13
2372.0,2.822683213623187e-13
2376.0,4.0171941002896467e-13
2380.0,5.732815734086541e-13
2384.0,8.199553091545438e-13
2388.0,1.1748410569044167e-12
2392.0,1.6855261196465224e-12
2396.0,2.4202776243296175e-12
2400.0,3.4768838260392008e-12
2404.0,4.9951094181319894e-12
2408.0,7.174287549505706e-12
2412.0,1.0298058900051877e-11
2416.0,1.4769068065324776e-11
2420.0,2.1157458697826384e-11
2424.0,3.026849493155727e-11
2428.0,4.32365158995816e-11
2432.0,6.165514210442549e-11
2436.0,8.775705053046364e-11
2440.0,1.2466157549266045e-10
2444.0,1.767144753108604e-10
2448.0,2.499528283989067e-10
2452.0,3.5273905519525644e-10
2456.0,4.966227901588411e-10
2460.0,6.975087588774231e-10
2464.0,9.772341538542737e-10
2468.0,1.3656921010511637e-09
2472.0,1.90368094411331e-09
2476.0,2.6467148214122246e-09
2480.0,3.670102984693879e-09
2484.0,5.0756977322260996e-09
2488.0,7.000829189479848e-09
2492.0,9.63009586768135e-09
2496.0,1.3210871241591459e-08
2500.0,1.8073628427509967e-08
2504.0,2.4658489060393762e-08
2508.0,3.354978375527979e-08
2512.0,4.5520886809863234e-08
2516.0,6.159217808115624e-08
2520.0,8.310571472465535e-08
2524.0,1.1182109323629298e-07
2528.0,1.5003808180888008e-07
2532.0,2.0075294291275675e-07
2536.0,2.6785699122017346e-07
2540.0,3.563878927964335e-07
2544.0,4.728465654824004e-07
2548.0,6.255953510275748e-07
2552.0,8.25356467415355e-07
2556.0,1.0858336911432728e-06
2560.0,1.424484846204877e-06
2564.0,1.8634780752492503e-06
2568.0,2.430871127952692e-06
2572.0,3.162060111058571e-06
2576.0,4.101552390238069e-06
2580.0,5.305127695605102e-06
2584.0,6.842462027819471e-06
2588.0,8.80030074071954e-06
2592.0,1.1286280214194117e-05
2596.0,1.4433511819487522e-05
2600.0,1.8406057367791825e-05
2604.0,2.3405441817310534e-05
2608.0,2.9678366525293988e-05
2612.0,3.752580452307655e-05
2616.0,4.731367782704644e-05
2620.0,5.948533523659984e-05
2624.0,7.457606685462122e-05
2628.0,9.322990801256359e-05
2632.0,0.00011621899956860504
2636.0,0.0001444657827058334
2640.0,0.00017906831327215895
2644.0,0.00022132898211036696
2648.0,0.0002727869223211644
2652.0,0.0003352543704527174
2656.0,0.00041085722458187457
2660.0,0.0005020800064367579
2664.0,0.000611815385369474
2668.0,0.0007434183574052786
2672.0,0.000900765091142013
2676.0,0.0010883163524854401
2680.0,0.001311185300866647
2684.0,0.0015752093098284575
2688.0,0.0018870253042718795
2692.0,0.002254147925366361
2696.0,0.002685049632969588
2700.0,0.003189241635979312
2704.0,0.0037773543058487453
2708.0,0.004461215481015725
2712.0,0.0052539248147597545
2716.0,0.006169922061649038
2720.0,0.007225046945032988
2724.0,0.008436588007836825
2728.0,0.009823317630120754
2732.0,0.011405510209292511
2736.0,0.013204940353076008
2740.0,0.01524485784242477
2744.0,0.017549936092853168
2748.0,0.020146190889357353
2752.0,0.02306086630293107
2756.0,0.026322284925431053
2760.0,0.02995965989258203
2764.0,0.03400286660869672
2768.0,0.038482172645277854
2772.0,0.04342792496023417
2776.0,0.04887019437279843
2780.0,0.05483837812546677
2784.0,0.06136076235841706
2788.0,0.06846404739968016
2792.0,0.07617283991726824
2796.0,0.0845091171646596
2800.0,0.09349166975160886
2804.0,0.10313553055764767
2808.0,0.11345139854224527
2812.0,0.12444506725747663
2816.0,0.1361168687988592
2820.0,0.14846114470011845
2824.0,0.16146575585124068
2828.0,0.17511164386165087
2832.0,0.18937245637061034
2836.0,0.20421424859868967
2840.0,0.21959527291735162
2844.0,0.2354658673754934
2848.0,0.2517684529579188
2852.0,0.2684376478659761
2856.0,0.2854005053197152
2860.0,0.302576879308616
2864.0,0.31987992039903707
2868.0,0.3372167011853966
2872.0,0.35448896830197524
2876.0,0.37159401515403173
2880.0,0.3884256667477789
2884.0,0.40487536527022133
2888.0,0.4208333424658501
2892.0,0.43618986245177366
2896.0,0.45083651647791734
2900.0,0.4646675493416876
2904.0,0.47758119576729474
2908.0,0.4894810041099379
2912.0,0.500277124284353
2916.0,0.5098875368731342
2920.0,0.518239200956061
2924.0,0.5252690993158541
2928.0,0.530925161301615
2932.0,0.5351670457369636
2936.0,0.5379667687995272
2940.0,0.5393091647128533
2944.0,0.5391921703104177
2948.0,0.5376269279742787
2952.0,0.5346377050312315
2956.0,0.5302616313158974
2960.0,0.5245482601905193
2964.0,0.5175589617541957
2968.0,0.5093661601930486
2972.0,0.5000524301375222
2976.0,0.4897094694331233
2980.0,0.47843696783739303
2984.0,0.46634139278280723
2988.0,0.45353471446099114
2992.0,0.44013309307150905
2996.0,0.4262555511371003
3000.0,0.4120226533300156
3004.0,0.3975552153085009
3008.0,0.38297306166868833
3012.0,0.3683938513264938
3016.0,0.35393198651702984
3020.0,0.3396976192028956
3024.0,0.32579576608948807
3028.0,0.31232554072935437
3032.0,0.29937950843261063
3036.0,0.28704316695820986
3040.0,0.2753945533085546
3044.0,0.2645039744485669
3048.0,0.254433857473133
3052.0,0.24523871269820244
3056.0,0.23696520138552943
3060.0,0.22965229835380133
3064.0,0.2233315385943118
3068.0,0.21802733620216186
3072.0,0.21375736344973637
3076.0,0.210532977654958
3080.0,0.20835968361229745
3084.0,0.20723761973320232
3088.0,0.20716205665315354
3092.0,0.20812389787005545
3096.0,0.2101101729460203
3100.0,0.2131045148938349
3104.0,0.21708761454279005
3108.0,0.22203764589980807
3112.0,0.2279306577568956
3116.0,0.2347409280139219
3120.0,0.24244127835927115
3124.0,0.2510033480567565
3128.0,0.2603978266063368
3132.0,0.27059464596398564
3136.0,0.2815631338121525
3140.0,0.29327213006032227
3144.0,0.30569006932265685
3148.0,0.31878503256742385
3152.0,0.3325247714646217
3156.0,0.3468767091800875
3160.0,0.36180792148455765
3164.0,0.3772851020742592
3168.0,0.3932745159462013
3172.0,0.4097419445475908
3176.0,0.4266526262360004
3180.0,0.4439711953562237
3184.0,0.4616616229718449
3188.0,0.4796871619944328
3192.0,0.4980102991400883
3196.0,0.5165927158200329
3200.0,0.535395259746169
3204.0,0.5543779287101727
3208.0,0.5734998676807604
3212.0,0.5927193800623699
3216.0,0.6119939536727417
3220.0,0.6312803017290943
3224.0,0.650534418884311
3228.0,0.6697116521266991
3232.0,0.6887667861498931
3236.0,0.7076541426132262
3240.0,0.7263276925471152
3244.0,0.7447411810119902
3248.0,0.7628482629923323
3252.0,0.7806026493985279
3256.0,0.7979582619575978
3260.0,0.8148693956984704
3264.0,0.8312908876774102
3268.0,0.8471782905436699
3272.0,0.862488049513546
3276.0,0.8771776813021345
3280.0,0.8912059535554692
3284.0,0.904533063330859
3288.0,0.9171208131895158
3292.0,0.9289327834925515
3296.0,0.9399344995285732
3300.0,0.9500935921480398
3304.0,0.9593799506357464
3308.0,0.967765866617824
3312.0,0.9752261678729978
3316.0,0.9817383409989732
3320.0,0.9872826419731601
3324.0,0.9918421937418886
3328.0,0.9954030700730796
3332.0,0.9979543650133613
3336.0,0.9994882474010043
3340.0,1.0
3344.0,0.9994880429372272
3348.0,0.99795394124303
3352.0,0.995402396414726
3356.0,0.9918412220415873
3360.0,0.987281303647749
3364.0,0.9817365430252855
3368.0,0.9752237874424154
3372.0,0.9677627442204968
3376.0,0.959375881277246
3380.0,0.9500883143316122
3384.0,0.9399276815571211
3388.0,0.9289240065545565
3392.0,0.9171095505908958
3396.0,0.9045186551188465
3400.0,0.891187575649683
3404.0,0.8771543081009092
3408.0,0.8624584087792831
3412.0,0.8471408091887302
3416.0,0.8312436268715029
3420.0,0.8148099734996491
3424.0,0.797883761432495
3428.0,0.7805095099446305
3432.0,0.7627321523081012
3436.0,0.7445968448825364
3440.0,0.7261487793282285
3444.0,0.7074329990102822
3448.0,0.6884942206074834
3452.0,0.6693766618781475
3456.0,0.650123876467656
3460.0,0.630778596569424
3464.0,0.6113825841734759
3468.0,0.5919764915554625
3472.0,0.5725997315747007
3476.0,0.5532903582634611
3480.0,0.5340849581021644
3484.0,0.5150185522871761
3488.0,0.4961245102103134
3492.0,0.4774344742828229
3496.0,0.45897829615212216
3500.0,0.4407839842777903
3504.0,0.42287766275473404
3508.0,0.405283541196761
3512.0,0.38802389542347837
3516.0,0.37111905862797134
3520.0,0.3545874226424883
3524.0,0.33844544886470845
3528.0,0.3227076883583371
3532.0,0.3073868105989677
3536.0,0.29249364029946995
3540.0,0.27803720171868396
3544.0,0.26402476983289197
3548.0,0.25046192773134446
3552.0,0.23735262958489947
3556.0,0.22469926853040695
3560.0,0.21250274881261672
3564.0,0.2007625615298159
3568.0,0.18947686333880662
3572.0,0.1786425574888713
3576.0,0.1682553765726592
3580.0,0.1583099664040732
3584.0,0.14879997045882778
3588.0,0.1397181143419579
3592.0,0.1310562897777626
3596.0,0.12280563765103003
3600.0,0.11495662966348606
3604.0,0.10749914820582579
3608.0,0.10042256408300791
3612.0,0.09371581176834122
3616.0,0.08736746189988757
3620.0,0.0813657907705068
3624.0,0.07569884660014921
3628.0,0.07035451241546388
3632.0,0.06532056539716859
3636.0,0.06058473258967521
3640.0,0.05613474289997857
3644.0,0.051958375343611134
3648.0,0.048043503524389596
3652.0,0.044378136361615694
3656.0,0.04095045510324129
3660.0,0.03774884668620744
3664.0,0.03476193352567474
3668.0,0.03197859983316403
3672.0,0.02938801457973005
3676.0,0.02697965123422185
3680.0,0.024743304418494823
3684.0,0.022669103631189548
3688.0,0.020747524199464962
3692.0,0.018969395623960755
3696.0,0.017325907486365814
3700.0,0.015808613091403963
3704.0,0.01440943101592962
3708.0,0.013120644737281011
3712.0,0.011934900511195081
3716.0,0.010845203666574071
3720.0,0.009844913480339508
3724.0,0.008927736790643053
3728.0,0.008087720500950137
3732.0,0.007319243121094278
3736.0,0.006617005484434339
3740.0,0.005976020772845593
3744.0,0.005391603973543863
3748.0,0.004859360883779228
3752.0,0.004375176771333667
3756.0,0.003935204790599685
3760.0,0.0035358542458811433
3764.0,0.0031737787855125083
3768.0,0.002845864602499536
3772.0,0.0025492187096966767
3776.0,0.002281157350101085
3780.0,0.0020391945956985615
3784.0,0.001821031181475978
3788.0,0.0016245436147432814
3792.0,0.0014477735938060194
3796.0,0.0012889177643106112
3800.0,0.0011463178362581341
3804.0,0.0010184510797526824
3808.0,0.0009039212130169207
3812.0,0.0008014496920668078
3816.0,0.000709867407681951
3820.0,0.0006281067919278552
3824.0,0.0005551943334684667
3828.0,0.0004902434982374406
3832.0,0.0004324480496977985
3836.0,0.00038107576089466843
3840.0,0.0003354625087755445
3844.0,0.00029500673979800216
3848.0,0.00025916429464590933
3852.0,0.0002274435789123215
3856.0,0.0001994010658604513
3860.0,0.00017463711682393662
3864.0,0.00015279210443502897
3868.0,0.00013354282365596714
3872.0,0.0001165991755167741
3876.0,0.0001017011085154167
3880.0,8.861580279746004e-05
3884.0,7.713508248727456e-05
3888.0,6.707304187725518e-05
3892.0,5.826387158256339e-05
3896.0,5.055987122450649e-05
3900.0,4.38296357050062e-05
3904.0,3.7956402667479364e-05
3908.0,3.283654929721097e-05
3912.0,2.83782271885547e-05
3916.0,2.4500124590192525e-05
3920.0,2.1130345926789983e-05
3924.0,1.820539908026322e-05
3928.0,1.5669281491873653e-05
3932.0,1.3472656713385526e-05
3936.0,1.1572113588275488e-05
3940.0,9.929500779760324e-06
3944.0,8.511329878768436e-06
3948.0,7.288240820590962e-06
3952.0,6.234523812076835e-06
3956.0,5.327692421379195e-06
3960.0,4.548102908593883e-06
3964.0,3.878615278113346e-06
3968.0,3.3042919120204293e-06
3972.0,2.8121299986802538e-06
3976.0,2.390824302326861e-06
3980.0,2.030557128328044e-06
3984.0,1.7228126258505428e-06
3988.0,1.460212835523014e-06
3992.0,1.2363731352692286e-06
3996.0,1.045774963930844e-06
4000.0,8.836539103347591e-07
